dataset,method,seed,fold,total_features,selected_features,feature_ratio,fitness,evaluations,runtime_seconds,redundancy,parameters,selected_indices,accuracy,balanced_accuracy,f1_score,mcc,sensitivity,specificity,jaccard_stability,nogueira_stability,interaction_quality
breast_cancer,IG-EHOA,2026,holdout,30,15,0.5,0.0332857142857141,67,2.337882700026966,0.4226074192450196,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 2, 4, 6, 10, 12, 13, 15, 16, 19, 20, 21, 22, 24, 27]",0.9473684210526316,0.9434523809523808,0.9583333333333334,0.8869047619047619,0.9583333333333334,0.9285714285714286,0.36044130354771087,0.06400427883758208,-0.3114180632500133
breast_cancer,DFA-EHOA,2026,holdout,30,17,0.5666666666666667,0.0404798534798535,58,2.3018434999976307,0.381882581706579,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 2, 4, 6, 10, 13, 15, 16, 18, 19, 20, 21, 22, 24, 25, 27, 29]",0.9649122807017544,0.9672619047619048,0.971830985915493,0.9259891667402068,0.9583333333333334,0.9761904761904762,0.35079074910596647,0.0773756462827595,-0.23700657901380076
breast_cancer,EHOA,3407,holdout,30,11,0.3666666666666666,0.034128205128205,65,1.2866017000051215,0.4536125060488737,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 2, 6, 10, 11, 12, 15, 20, 21, 25, 27]",0.9649122807017544,0.9672619047619048,0.971830985915493,0.9259891667402068,0.9583333333333334,0.9761904761904762,0.3645284780578898,0.15837104072398178,-0.37990221429504095
breast_cancer,SF-EHOA,3407,holdout,30,12,0.4,0.043164835164835,64,2.689170500030741,0.464458597281625,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 2, 8, 12, 15, 16, 20, 23, 25, 26, 27, 29]",0.956140350877193,0.9603174603174602,0.9645390070921984,0.9085472857180888,0.9444444444444444,0.9761904761904762,0.3747114162217137,0.13086111606346917,-0.32398810062795397
breast_cancer,IG-EHOA,3407,holdout,30,13,0.4333333333333333,0.036970695970696,72,2.779818899987731,0.3946656685334185,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 3, 6, 7, 8, 11, 16, 17, 18, 20, 21, 22, 27]",0.9824561403508772,0.9811507936507936,0.9861111111111112,0.9623015873015872,0.9861111111111112,0.9761904761904762,0.36044130354771087,0.06400427883758208,-0.2734331174370914
breast_cancer,DFA-EHOA,3407,holdout,30,14,0.4666666666666667,0.035128205128205,66,2.8434562000329606,0.3980157337715884,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 3, 4, 6, 7, 8, 11, 15, 17, 19, 20, 21, 22, 27]",0.9649122807017544,0.9672619047619048,0.971830985915493,0.9259891667402068,0.9583333333333334,0.9761904761904762,0.35079074910596647,0.0773756462827595,-0.2883687042000238
breast_cancer,EHOA,8675309,holdout,30,13,0.4333333333333333,0.0326190476190475,50,1.1097522999625653,0.4606816897440527,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[2, 4, 7, 12, 16, 20, 21, 22, 23, 25, 27, 28, 29]",0.956140350877193,0.9503968253968254,0.9655172413793104,0.905446619045262,0.9722222222222222,0.9285714285714286,0.3645284780578898,0.15837104072398178,-0.281740871036884
breast_cancer,SF-EHOA,8675309,holdout,30,14,0.4666666666666667,0.0329523809523808,55,2.147452000004705,0.4380422094759119,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[2, 7, 10, 12, 16, 18, 20, 21, 22, 23, 25, 27, 28, 29]",0.9385964912280702,0.9265873015873016,0.9523809523809524,0.8674927968252835,0.9722222222222222,0.8809523809523809,0.3747114162217137,0.13086111606346917,-0.2874279053638554
breast_cancer,IG-EHOA,8675309,holdout,30,13,0.4333333333333333,0.0304432234432233,57,2.9204567999695428,0.3450351996887698,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 3, 6, 8, 10, 11, 16, 18, 19, 20, 21, 22, 27]",0.9385964912280702,0.9315476190476192,0.9517241379310344,0.8675534786006366,0.9583333333333334,0.9047619047619048,0.36044130354771087,0.06400427883758208,-0.1402000689421708
breast_cancer,DFA-EHOA,8675309,holdout,30,11,0.3666666666666666,0.0297765567765566,61,2.446761399973184,0.3835604375205526,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 3, 6, 8, 10, 11, 18, 20, 21, 22, 27]",0.9649122807017544,0.95734126984127,0.9726027397260274,0.9245181185940876,0.9861111111111112,0.9285714285714286,0.35079074910596647,0.0773756462827595,-0.2897982892572319
wine,EHOA,42,holdout,13,6,0.4615384615384615,0.0258296703296702,60,0.9696365999989212,0.3165157423664612,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 6, 9, 10, 12]",0.9722222222222222,0.9761904761904764,0.974320987654321,0.9591605129565426,0.9761904761904764,0.9861111111111112,0.44682539682539685,0.19981060606060608,0.4928719630717
wine,SF-EHOA,42,holdout,13,6,0.4615384615384615,0.0187582417582417,59,1.5019785999902524,0.3433894826649117,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 3, 6, 9, 10, 12]",0.9722222222222222,0.9761904761904764,0.974320987654321,0.9591605129565426,0.9761904761904764,0.9861111111111112,0.443888888888889,0.19981060606060608,0.5421277772323642
wine,IG-EHOA,42,holdout,13,6,0.4615384615384615,0.0258296703296702,63,1.4410098000080325,0.3165157423664612,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 6, 9, 10, 12]",0.9722222222222222,0.9761904761904764,0.974320987654321,0.9591605129565426,0.9761904761904764,0.9861111111111112,0.49871212121212116,0.12250000000000005,0.4928719630717
wine,DFA-EHOA,42,holdout,13,7,0.5384615384615384,0.026598901098901,66,1.523334400029853,0.3359379590974614,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 5, 6, 9, 10, 12]",0.9444444444444444,0.9523809523809524,0.9487179487179488,0.9205607476635514,0.9523809523809524,0.9722222222222222,0.45545454545454545,0.09025096525096521,0.44626828579469535
wine,EHOA,123,holdout,13,7,0.5384615384615384,0.0261112163698371,33,0.6556639000191353,0.2974826707436198,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 6, 8, 9, 10, 12]",0.9444444444444444,0.9523809523809524,0.9487179487179488,0.9205607476635514,0.9523809523809524,0.9722222222222222,0.44682539682539685,0.19981060606060608,0.5959438591960168
wine,SF-EHOA,123,holdout,13,6,0.4615384615384615,0.0321695718075027,36,1.1538541000336409,0.2944324454870048,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 6, 8, 10, 12]",0.9444444444444444,0.9523809523809524,0.9487179487179488,0.9205607476635514,0.9523809523809524,0.9722222222222222,0.443888888888889,0.19981060606060608,0.6222528926872103
wine,IG-EHOA,123,holdout,13,7,0.5384615384615384,0.0329388025767335,53,1.278989400016144,0.3013875422614617,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 3, 6, 9, 10, 11]",0.9722222222222222,0.9722222222222222,0.9740129935032484,0.9589742779399312,0.9722222222222222,0.9848484848484848,0.49871212121212116,0.12250000000000005,0.504912930508515
wine,DFA-EHOA,123,holdout,13,9,0.6923076923076923,0.0481324365289883,63,1.413159599993378,0.3128571439120537,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 2, 3, 6, 7, 8, 10, 11]",0.9166666666666666,0.9285714285714284,0.9229629629629628,0.8839445055827727,0.9285714285714284,0.9583333333333334,0.45545454545454545,0.09025096525096521,0.19545100260491047
wine,EHOA,2026,holdout,13,7,0.5384615384615384,0.0190397877984084,27,0.5092691999743693,0.2987189786929232,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 3, 4, 6, 9, 12]",0.9444444444444444,0.942857142857143,0.94531328320802,0.9167700309890296,0.942857142857143,0.970959595959596,0.44682539682539685,0.19981060606060608,0.39587564369015027
wine,SF-EHOA,2026,holdout,13,7,0.5384615384615384,0.0190397877984084,29,1.0854793000034988,0.2987189786929232,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 3, 4, 6, 9, 12]",0.9444444444444444,0.942857142857143,0.94531328320802,0.9167700309890296,0.942857142857143,0.970959595959596,0.443888888888889,0.19981060606060608,0.39587564369015027
wine,IG-EHOA,2026,holdout,13,8,0.6153846153846154,0.0129814323607427,31,1.018731000018306,0.30834019940187,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 3, 4, 6, 9, 11, 12]",0.9444444444444444,0.942857142857143,0.94531328320802,0.9167700309890296,0.942857142857143,0.970959595959596,0.49871212121212116,0.12250000000000005,0.4254569078698591
wine,DFA-EHOA,2026,holdout,13,7,0.5384615384615384,0.0190397877984084,29,1.0782848999951966,0.2987189786929232,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 3, 4, 6, 9, 12]",0.9444444444444444,0.942857142857143,0.94531328320802,0.9167700309890296,0.942857142857143,0.970959595959596,0.45545454545454545,0.09025096525096521,0.39587564369015027
wine,EHOA,3407,holdout,13,6,0.4615384615384615,0.0258296703296702,56,0.9141860000090674,0.3347665247996263,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 4, 5, 9, 11, 12]",0.9166666666666666,0.9285714285714284,0.9163636363636364,0.8824268017915037,0.9285714285714284,0.9604700854700856,0.44682539682539685,0.19981060606060608,0.6528708063191621
wine,SF-EHOA,3407,holdout,13,7,0.5384615384615384,0.0192836301629405,56,2.2946372000151314,0.3094294199112121,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 3, 5, 9, 10, 12]",0.9722222222222222,0.9761904761904764,0.9717813051146384,0.9592607977258564,0.9761904761904764,0.9871794871794872,0.443888888888889,0.19981060606060608,0.457781613096705
wine,IG-EHOA,3407,holdout,13,9,0.6923076923076923,0.0278935202728305,52,1.4052718000020832,0.2644820708829065,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 2, 3, 4, 5, 8, 9, 12]",0.8333333333333334,0.8476190476190476,0.8304195804195804,0.7616822429906542,0.8476190476190476,0.9186091686091684,0.49871212121212116,0.12250000000000005,0.3755152297630791
wine,DFA-EHOA,3407,holdout,13,7,0.5384615384615384,0.0192836301629405,56,1.3927610000246204,0.3094294199112121,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 2, 3, 5, 9, 10, 12]",0.9722222222222222,0.9761904761904764,0.9717813051146384,0.9592607977258564,0.9761904761904764,0.9871794871794872,0.45545454545454545,0.09025096525096521,0.457781613096705
wine,EHOA,8675309,holdout,13,7,0.5384615384615384,0.0334264873057975,26,0.4553196000051684,0.4312399944047975,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 5, 6, 9, 10, 11, 12]",0.8611111111111112,0.8714285714285714,0.862962962962963,0.7995360116809695,0.8714285714285714,0.9303613053613056,0.44682539682539685,0.19981060606060608,0.1837290407293725
wine,SF-EHOA,8675309,holdout,13,7,0.5384615384615384,0.0334264873057975,25,1.0555074000149034,0.4312399944047975,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[1, 5, 6, 9, 10, 11, 12]",0.8611111111111112,0.8714285714285714,0.862962962962963,0.7995360116809695,0.8714285714285714,0.9303613053613056,0.443888888888889,0.19981060606060608,0.1837290407293725
wine,IG-EHOA,8675309,holdout,13,10,0.7692307692307693,0.0215913224706328,66,1.5679936000378802,0.330400061786388,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 2, 3, 5, 6, 7, 9, 11, 12]",0.8888888888888888,0.9047619047619048,0.8885003885003885,0.8457943925233645,0.9047619047619048,0.9465811965811964,0.49871212121212116,0.12250000000000005,0.17556325440905493
wine,DFA-EHOA,8675309,holdout,13,7,0.5384615384615384,0.0190397877984084,55,1.64747340005124,0.3383475902149834,"{""bootstrap_count"": 5, ""interaction_top_k"": 50, ""lambda_interaction"": 0.5, ""lambda_stability"": 0.5, ""reliability_rho"": 0.6, ""reliability_source"": ""resampling"", ""resample_fraction"": 0.8, ""stability_interval"": 2, ""stability_strategy"": ""periodic"", ""weight_schedule"": ""adaptive""}","[0, 1, 3, 6, 9, 11, 12]",0.9444444444444444,0.942857142857143,0.942857142857143,0.9158878504672896,0.942857142857143,0.972027972027972,0.45545454545454545,0.09025096525096521,0.475210292466173
